Name,Organization,Year Elected,Status
Jonathan D. Sergeant,American Philosophical Society,1784,Member
James Six,American Philosophical Society,1784,Member
John Vaughan,American Philosophical Society,1784,Member
Samuel Vaughan,American Philosophical Society,1784,Member
Comte de Charles G. Vergennes,American Philosophical Society,1784,Member
Frederick E.F. Bertholff,American Philosophical Society,1785,Member
Comte de Luc Urbain du Bouexic,American Philosophical Society,1785,Member
William Bradford,American Philosophical Society,1785,Member
Edward Burd,American Philosophical Society,1785,Member
John Carson,American Philosophical Society,1785,Member
Adair Crawford,American Philosophical Society,1785,Member
Manasseh Cutler,American Philosophical Society,1785,Member
Andrew Ellicott,American Philosophical Society,1785,Member
Samuel Powel Griffiths,American Philosophical Society,1785,Member
Samuel G. Hermelin,American Philosophical Society,1785,Member
Sir William Herschel,American Philosophical Society,1785,Member
Hugh James,American Philosophical Society,1785,Member
Thaddeus Kosciusko,American Philosophical Society,1785,Member
James Madison,American Philosophical Society,1785,Member
Joseph Mandrillion,American Philosophical Society,1785,Member
James McHenry,American Philosophical Society,1785,Member
Christian F. Michailis,American Philosophical Society,1785,Member
Henry E. Muhlenberg,American Philosophical Society,1785,Member
Mann Page,American Philosophical Society,1785,Member
Thomas Paine,American Philosophical Society,1785,Member
William Parker,American Philosophical Society,1785,Member
Robert Perceval,American Philosophical Society,1785,Member
Richard Price,American Philosophical Society,1785,Member
Joseph Priestley,American Philosophical Society,1785,Member
Samuel S. Smith,American Philosophical Society,1785,Member
Jean-Baptiste Sue,American Philosophical Society,1785,Member
George Wall,American Philosophical Society,1785,Member
Benjamin Workman,American Philosophical Society,1785,Member
James Beattie,American Philosophical Society,1786,Member
Pierre J.G. Cabanis,American Philosophical Society,1786,Member
Conte Luigi Castiglioni,American Philosophical Society,1786,Member
Jacques A.C. Charles,American Philosophical Society,1786,Member
George Clymer,American Philosophical Society,1786,Member
Lorenz Crell,American Philosophical Society,1786,Member
Benjamin Duffield,American Philosophical Society,1786,Member
Aime A.J. Feutry,American Philosophical Society,1786,Member
William Temple Franklin,American Philosophical Society,1786,Member
Thibert Garbier,American Philosophical Society,1786,Member
Rene G. Gastelier,American Philosophical Society,1786,Member
Granchain,American Philosophical Society,1786,Member
Guillaume Grivel,American Philosophical Society,1786,Member
Thomas Henry,American Philosophical Society,1786,Member
Jonathan Hoge,American Philosophical Society,1786,Member
Jan Ingenhousz,American Philosophical Society,1786,Member
John Andrews,American Philosophical Society,1786,Member
Richard Kirwan,American Philosophical Society,1786,Member
John Morris,American Philosophical Society,1786,Member
Robert Morris,American Philosophical Society,1786,Member
Nicolas Noel,American Philosophical Society,1786,Member
Charles Willson Peale,American Philosophical Society,1786,Member
Thomas Percival,American Philosophical Society,1786,Member
Robert E. Pine,American Philosophical Society,1786,Member
William Rawle,American Philosophical Society,1786,Member
Duc de Louis A. La Rochefoucauld d'Enville,American Philosophical Society,1786,Member
Julien D. Le Roy,American Philosophical Society,1786,Member
Jean L.G. Soulavie,American Philosophical Society,1786,Member
Benjamin Vaughan,American Philosophical Society,1786,Member
Samuel Vaughan,American Philosophical Society,1786,Member
Louis G. Le Veillard,American Philosophical Society,1786,Member
Charles H. Wharton,American Philosophical Society,1786,Member
John Whitehurst,American Philosophical Society,1786,Member
William Baker,American Philosophical Society,1787,Member
Sir Joseph Banks,American Philosophical Society,1787,Member
Robert Barclay,American Philosophical Society,1787,Member
Thomas Barnes,American Philosophical Society,1787,Member
William Barton,American Philosophical Society,1787,Member
John Bayard,American Philosophical Society,1787,Member
William Bingham,American Philosophical Society,1787,Member
James Bowdoin,American Philosophical Society,1787,Member
Louis C. Cadet-Gassicourt,American Philosophical Society,1787,Member
Benjamin Chew,American Philosophical Society,1787,Member
Isaac Craig,American Philosophical Society,1787,Member
Enoch Edwards,American Philosophical Society,1787,Member
John Hunter,American Philosophical Society,1787,Member
Joseph James,American Philosophical Society,1787,Member
Francis Johnston,American Philosophical Society,1787,Member
John Johnston,American Philosophical Society,1787,Member
Charles Lennox,American Philosophical Society,1787,Member
John Coakley Lettsom,American Philosophical Society,1787,Member
Hon. John Lowell,American Philosophical Society,1787,Member
Robert Milligan,American Philosophical Society,1787,Member
Sir Edward Newenham,American Philosophical Society,1787,Member
Comte Louis G. Otto,American Philosophical Society,1787,Member
John R.B. Rodgers,American Philosophical Society,1787,Member
Thomas Ruston,American Philosophical Society,1787,Member
William W. Smith,American Philosophical Society,1787,Member
George Spence,American Philosophical Society,1787,Member
William Thornton,American Philosophical Society,1787,Member
George Vaux,American Philosophical Society,1787,Member
Antoine A.F. Cadet de Vaux,American Philosophical Society,1787,Member
Thomas White,American Philosophical Society,1787,Member
Jonathan Williams,American Philosophical Society,1787,Member
Caspar Wistar,American Philosophical Society,1787,Member
Simeon De Witt,American Philosophical Society,1787,Member
Burgiss Allison,American Philosophical Society,1789,Member
Charles Arthaud,American Philosophical Society,1789,Member
Benjamin Smith Barton,American Philosophical Society,1789,Member
Samuel Beach,American Philosophical Society,1789,Member
Sir Charles Blagden,American Philosophical Society,1789,Member
John Bleakley,American Philosophical Society,1789,Member
David Brearly,American Philosophical Society,1789,Member
Jean P. Brissot,American Philosophical Society,1789,Member
George Buchanan,American Philosophical Society,1789,Member
Pieter Camper,American Philosophical Society,1789,Member
Nicholas Collin,American Philosophical Society,1789,Member
John Cox,American Philosophical Society,1789,Member
Michel G. St. J. de Crevecoeur,American Philosophical Society,1789,Member
Princess Catherine Ekaterina Dashkova,American Philosophical Society,1789,Member
William Findley,American Philosophical Society,1789,Member
Jos. M. de Flores,American Philosophical Society,1789,Member
Diego de Gardoqui,American Philosophical Society,1789,Member
Francis de Gardoqui,American Philosophical Society,1789,Member
Peter Le Gaux,American Philosophical Society,1789,Member
Ashbel Green,American Philosophical Society,1789,Member
Friedrich A. von Heintz,American Philosophical Society,1789,Member
Joshua Humphreys,American Philosophical Society,1789,Member
Walter Minto,American Philosophical Society,1789,Member
George Monroe,American Philosophical Society,1789,Member
Mekeric L.E. Moreau,American Philosophical Society,1789,Member
William Paterson,American Philosophical Society,1789,Member
C.C. Pinckney,American Philosophical Society,1789,Member
Thomas Pole,American Philosophical Society,1789,Member
David Redick,American Philosophical Society,1789,Member
Benjamin Rittenhouse,American Philosophical Society,1789,Member
James Rumsey,American Philosophical Society,1789,Member
Winthrop Sargent,American Philosophical Society,1789,Member
Franz A. Steinsky,American Philosophical Society,1789,Member
John Stevens,American Philosophical Society,1789,Member
Charles Stuart,American Philosophical Society,1789,Member
James Wilkinson,American Philosophical Society,1789,Member
John Witherspoon,American Philosophical Society,1789,Member
Baron J.W.K.A. Hupsch von Lontxen,American Philosophical Society,1790,Member
Anders Sparman,American Philosophical Society,1790,Member
George Turner,American Philosophical Society,1790,Member
John Walker,American Philosophical Society,1790,Member
Caleb Whitefoord,American Philosophical Society,1790,Member
Alexander Addison,American Philosophical Society,1791,Member
Alexander Anderson,American Philosophical Society,1791,Member
Absalom Baird,American Philosophical Society,1791,Member
John Beckley,American Philosophical Society,1791,Member
Nicholas L. Burmann,American Philosophical Society,1791,Member
Alexander J. Dallas,American Philosophical Society,1791,Member
William Ferguson,American Philosophical Society,1791,Member
Albert Gallatin,American Philosophical Society,1791,Member
Benjamin Gloxin,American Philosophical Society,1791,Member
Robert Goldsbourough,American Philosophical Society,1791,Member
John G. Grosche,American Philosophical Society,1791,Member
John Hoge,American Philosophical Society,1791,Member
James Anderson,American Philosophical Society,1791,Member
Henry Knox,American Philosophical Society,1791,Member
John Luzac,American Philosophical Society,1791,Member
S.L. Mitchell,American Philosophical Society,1791,Member
Johann A. Murray,American Philosophical Society,1791,Member
John Nicholson,American Philosophical Society,1791,Member
Peter S. Pallas,American Philosophical Society,1791,Member
John Penington,American Philosophical Society,1791,Member
Thomas Pennant,American Philosophical Society,1791,Member
Peter S. Du Ponceau,American Philosophical Society,1791,Member
Edmund Randolph,American Philosophical Society,1791,Member
Andrew Ross,American Philosophical Society,1791,Member
James Ross,American Philosophical Society,1791,Member
John Smilie,American Philosophical Society,1791,Member
Dugald Stewart,American Philosophical Society,1791,Member
Karl P. Thunberg,American Philosophical Society,1791,Member
Benjamin Waterhouse,American Philosophical Society,1791,Member
Richard P. Barton,American Philosophical Society,1792,Member
Guiseppe Ceracchi,American Philosophical Society,1792,Member
William Currie,American Philosophical Society,1792,Member
Erasmus Darwin,American Philosophical Society,1792,Member
Comte de Antoine R.C.M. La Forest,American Philosophical Society,1792,Member
Anthony Fothergill,American Philosophical Society,1792,Member
David Jackson,American Philosophical Society,1792,Member
John Page,American Philosophical Society,1792,Member
Baron de Ambroise M.F.J. Palisot,American Philosophical Society,1792,Member
Conte Paolo Andreani,American Philosophical Society,1792,Member
John Rouelle,American Philosophical Society,1792,Member
William Smith,American Philosophical Society,1792,Member
Uvo van Troil,American Philosophical Society,1792,Member
John Trumbull,American Philosophical Society,1792,Member
Rodolph Valltravers,American Philosophical Society,1792,Member
Nicholas B. Waters,American Philosophical Society,1792,Member
Andre F. de Coupigny,American Philosophical Society,1793,Member
J. Reinhold Forster,American Philosophical Society,1793,Member
George Logan,American Philosophical Society,1793,Member
John W. Lottera,American Philosophical Society,1793,Member
David Nassy,American Philosophical Society,1793,Member
Thomas L. Shippen,American Philosophical Society,1793,Member
Louis Valentin,American Philosophical Society,1793,Member
William Waring,American Philosophical Society,1793,Member
David S. Erskine,American Philosophical Society,1794,Member
James Greenway,American Philosophical Society,1794,Member
James Anderson,American Philosophical Society,1794,Member
John Nancarrow,American Philosophical Society,1794,Member
Gustaf von Carleson,American Philosophical Society,1795,Member
Archibald Cochrane,American Philosophical Society,1795,Member
Robert Leslie,American Philosophical Society,1795,Member
Val Melscheimer,American Philosophical Society,1795,Member
Tim Pickering,American Philosophical Society,1795,Member
Samuel Wheeler,American Philosophical Society,1795,Member
Rev. James Abercrombie,American Philosophical Society,1796,Member
Pierre A. Adet,American Philosophical Society,1796,Member
Nathaniel B. Bedford,American Philosophical Society,1796,Member
Isaac Briggs,American Philosophical Society,1796,Member
Charles Caldwell,American Philosophical Society,1796,Member
Dr. Isaac Cathrall,American Philosophical Society,1796,Member
F.H. Le Comte,American Philosophical Society,1796,Member
Tench Coxe,American Philosophical Society,1796,Member
Joanne B. Cunat,American Philosophical Society,1796,Member
Jean Deveze,American Philosophical Society,1796,Member
Louis E. Duhail,American Philosophical Society,1796,Member
Cypriano R. Friere,American Philosophical Society,1796,Member
Jacques M. le F. de Grandpre,American Philosophical Society,1796,Member
Hugh Hodge,American Philosophical Society,1796,Member
Jose de Jaudences,American Philosophical Society,1796,Member
J.F. Mifflin,American Philosophical Society,1796,Member
William D. Peck,American Philosophical Society,1796,Member
Francois A.F. de la Rochefoucauld-Liancourt,American Philosophical Society,1796,Member
Sir James E. Smith,American Philosophical Society,1796,Member
Charles M. de Talleyrand-Perigord,American Philosophical Society,1796,Member
Luis de Urbina,American Philosophical Society,1796,Member
James Woodhouse,American Philosophical Society,1796,Member
William Bache,American Philosophical Society,1797,Member
Samuel Blair,American Philosophical Society,1797,Member
John Guillemard,American Philosophical Society,1797,Member
William Hamilton,American Philosophical Society,1797,Member
John Heckewilder,American Philosophical Society,1797,Member
Andrews Everardus Van Braam Houckgeest,American Philosophical Society,1797,Member
Thomas C. James,American Philosophical Society,1797,Member
Alexander Martin,American Philosophical Society,1797,Member
Theo. C. Mozard,American Philosophical Society,1797,Member
John Newnan,American Philosophical Society,1797,Member
Thomas Pinckney,American Philosophical Society,1797,Member
Adam Seybert,American Philosophical Society,1797,Member
Rich P. Smith,American Philosophical Society,1797,Member
Samuel H. Smith,American Philosophical Society,1797,Member
John Stuart,American Philosophical Society,1797,Member
Comte Constantin F. Chasseboeuf de Volney,American Philosophical Society,1797,Member
Johann F. Blumenbach,American Philosophical Society,1798,Member
Julian U. Niemcewicz,American Philosophical Society,1798,Member
William Patterson,American Philosophical Society,1798,Member
Giambattista Scandella,American Philosophical Society,1798,Member
Franz A. von Zach,American Philosophical Society,1798,Member
William Boys,American Philosophical Society,1799,Member
Joseph Clay,American Philosophical Society,1799,Member
John R. Coxe,American Philosophical Society,1799,Member
Samuel Elam,American Philosophical Society,1799,Member
Benjamin H. Latrobe,American Philosophical Society,1799,Member
William Maclure,American Philosophical Society,1799,Member
Thomas P. Smith,American Philosophical Society,1799,Member
Justus E. Bollmann,American Philosophical Society,1800,Member
Samuel Brown,American Philosophical Society,1800,Member
William Dunbar,American Philosophical Society,1800,Member
Sir Robert Liston,American Philosophical Society,1800,Member
Samuel Miller,American Philosophical Society,1800,Member
Pierre S. du Pont de Nemours,American Philosophical Society,1800,Member
John R. Smith,American Philosophical Society,1800,Member
Francis Blanchet,American Philosophical Society,1801,Member
Samuel Falberg,American Philosophical Society,1801,Member
Jose J. de Ferrer,American Philosophical Society,1801,Member
Thomas T. Hewson,American Philosophical Society,1801,Member
William Jones,American Philosophical Society,1801,Member
Robert R. Livingston,American Philosophical Society,1801,Member
Gustav Paykull,American Philosophical Society,1801,Member
Fran Peyrolon,American Philosophical Society,1801,Member
Alexander Ramirez,American Philosophical Society,1801,Member
William Barnwell,American Philosophical Society,1802,Member
John Church,American Philosophical Society,1802,Member
Thomas Cooper,American Philosophical Society,1802,Member
Valentin de Foronda,American Philosophical Society,1802,Member
John Garnett,American Philosophical Society,1802,Member
Marquis de C.M. Martinez Casa Irujo,American Philosophical Society,1802,Member
William S. Jacobs,American Philosophical Society,1802,Member
Philippe R. Roume de St. Laurent,American Philosophical Society,1802,Member
Phillippe J. Letsom,American Philosophical Society,1802,Member
James Mease,American Philosophical Society,1802,Member
Peter B. Olsen,American Philosophical Society,1802,Member
Philip S. Physick,American Philosophical Society,1802,Member
Jarvis Roebuck,American Philosophical Society,1802,Member
William Roxburgh,American Philosophical Society,1802,Member
Benjamin Dearborn,American Philosophical Society,1803,Member
Jean B.J. Delambre,American Philosophical Society,1803,Member
Robert Gilmore,American Philosophical Society,1803,Member
Robert Hare,American Philosophical Society,1803,Member
Meriwether Lewis,American Philosophical Society,1803,Member
Dan Melanderhjelm,American Philosophical Society,1803,Member
Francis Nichols,American Philosophical Society,1803,Member
Eric Prosperin,American Philosophical Society,1803,Member
David Ramsay,American Philosophical Society,1803,Member
Benjamin Thompson,American Philosophical Society,1803,Member
Pedro Caevallos,American Philosophical Society,1804,Member
Antonio J. Cavanilles,American Philosophical Society,1804,Member
Zaccheus Collins,American Philosophical Society,1804,Member
Joshua Gilpin,American Philosophical Society,1804,Member
Prince Manuel Godoy,American Philosophical Society,1804,Member
Baron von F.H. Alexander Humboldt,American Philosophical Society,1804,Member
David Humphreys,American Philosophical Society,1804,Member
Edward Jenner,American Philosophical Society,1804,Member
William Short,American Philosophical Society,1804,Member
Sam Webber,American Philosophical Society,1804,Member
Joseph Willard,American Philosophical Society,1804,Member
William Hawes,American Philosophical Society,1805,Member
William Jones,American Philosophical Society,1805,Member
Edward Miller,American Philosophical Society,1805,Member
Samuel Moore,American Philosophical Society,1805,Member
John Prince,American Philosophical Society,1805,Member
Benjamin Silliman,American Philosophical Society,1805,Member
Charles Smith,American Philosophical Society,1805,Member
William Tilghman,American Philosophical Society,1805,Member
F.A. Vanderkemp,American Philosophical Society,1805,Member
Bushrod Washington,American Philosophical Society,1805,Member
Adrien G. Camper,American Philosophical Society,1806,Member
Joseph Cloud,American Philosophical Society,1806,Member
Samuel F. Conover,American Philosophical Society,1806,Member
William Dubourg,American Philosophical Society,1806,Member
John Maclean,American Philosophical Society,1806,Member
Martinus van Martius,American Philosophical Society,1806,Member
Joseph Sansom,American Philosophical Society,1806,Member
Francisco de Borja Garcao Stockler,American Philosophical Society,1806,Member
Olof Swartz,American Philosophical Society,1806,Member
Comte Antoine L.C. Desturr de Tracy,American Philosophical Society,1806,Member
Samuel B. Wylie,American Philosophical Society,1806,Member
Archibald Bruce,American Philosophical Society,1807,Member
Nathaniel Chapman,American Philosophical Society,1807,Member
Mahlon Dickerson,American Philosophical Society,1807,Member
John E. Forstroem,American Philosophical Society,1807,Member
James Gibson,American Philosophical Society,1807,Member
Ferd R. Hassler,American Philosophical Society,1807,Member
George Izard,American Philosophical Society,1807,Member
John McDowell,American Philosophical Society,1807,Member
Ir _ e Du Pont,American Philosophical Society,1807,Member
Comte de Charles P. Lasteyrie du Saillant,American Philosophical Society,1807,Member
Horace Binney,American Philosophical Society,1808,Member
Edward Penington,American Philosophical Society,1808,Member
William Staughton,American Philosophical Society,1808,Member
Joel Barlow,American Philosophical Society,1809,Member
Nathaniel Bowditch,American Philosophical Society,1809,Member
Ross Cuthbert,American Philosophical Society,1809,Member
George William Featherstonhaugh,American Philosophical Society,1809,Member
Robert Fulton,American Philosophical Society,1809,Member
Silvain Godon,American Philosophical Society,1809,Member
Francois A. Michaux,American Philosophical Society,1809,Member
Thomas Moore,American Philosophical Society,1809,Member
Robert M. Patterson,American Philosophical Society,1809,Member
David B. Warden,American Philosophical Society,1809,Member
James Winthrop,American Philosophical Society,1809,Member
J.H. Brinton,American Philosophical Society,1810,Member
Humphry Davy,American Philosophical Society,1810,Member
George Gibbs,American Philosophical Society,1810,Member
John Haighton,American Philosophical Society,1810,Member
David Hosack,American Philosophical Society,1810,Member
William Johnson,American Philosophical Society,1810,Member
William Bentley,American Philosophical Society,1811,Member
John Davis,American Philosophical Society,1811,Member
John M. Good,American Philosophical Society,1811,Member
Louis N. Vanquelin,American Philosophical Society,1811,Member
Charles J. Wister,American Philosophical Society,1811,Member
Robert Adrain,American Philosophical Society,1812,Member
Benjamin Allen,American Philosophical Society,1812,Member
Jose F. Correa da Serra,American Philosophical Society,1812,Member
Robert Walsh,American Philosophical Society,1812,Member
W.P.C. Barton,American Philosophical Society,1813,Member
Nicholas Biddle,American Philosophical Society,1813,Member
Charles Chauncey,American Philosophical Society,1813,Member
Constant Dumeril,American Philosophical Society,1813,Member
Reuben Haines,American Philosophical Society,1813,Member
William Hembel,American Philosophical Society,1813,Member
William T. Meredith,American Philosophical Society,1813,Member
Benjamin R. Morgan,American Philosophical Society,1813,Member
George Pollock,American Philosophical Society,1813,Member
Anders J. Retzius,American Philosophical Society,1813,Member
John Sergeant,American Philosophical Society,1813,Member
Alexander Wilson,American Philosophical Society,1813,Member
Nathaniel Stout Allison,American Philosophical Society,1814,Member
Frederick Beasley,American Philosophical Society,1814,Member
John G. Biddle,American Philosophical Society,1814,Member
De Witt Clinton,American Philosophical Society,1814,Member
James Cutbush,American Philosophical Society,1814,Member
John S. Dorsey,American Philosophical Society,1814,Member
Thomas Gilpin,American Philosophical Society,1814,Member
John Gummere,American Philosophical Society,1814,Member
John E. Hall,American Philosophical Society,1814,Member
Joseph G. Swift,American Philosophical Society,1814,Member
James P. Wilson,American Philosophical Society,1814,Member
Samuel Colhoun,American Philosophical Society,1815,Member
James Gray,American Philosophical Society,1815,Member
Charles W. Hare,American Philosophical Society,1815,Member
Joseph Hartshorne,American Philosophical Society,1815,Member
Joseph Hopkinson,American Philosophical Society,1815,Member
Charles J. Ingersoll,American Philosophical Society,1815,Member
Joseph P. Norris,American Philosophical Society,1815,Member
Joseph Parrish,American Philosophical Society,1815,Member
John M. Scott,American Philosophical Society,1815,Member
Carlo Botta,American Philosophical Society,1816,Member
Abiel Holmes,American Philosophical Society,1816,Member
Jared Mansfield,American Philosophical Society,1816,Member
Joseph Reed,American Philosophical Society,1816,Member
Isaiah Thomas,American Philosophical Society,1816,Member
Gerard Troost,American Philosophical Society,1816,Member
Joseph P.F. Deleuze,American Philosophical Society,1817,Member
Johann P. Frank,American Philosophical Society,1817,Member
William Gaston,American Philosophical Society,1817,Member
Jos. von Hammer-Purgstall,American Philosophical Society,1817,Member
Charles A. Lesueur,American Philosophical Society,1817,Member
William Meade,American Philosophical Society,1817,Member
Charles F. Mercer,American Philosophical Society,1817,Member
Jean C. de la Metherie,American Philosophical Society,1817,Member
Eugenius Nulty,American Philosophical Society,1817,Member
Thomas Nuttall,American Philosophical Society,1817,Member
George Ord,American Philosophical Society,1817,Member
John C. Otto,American Philosophical Society,1817,Member
Richard Rush,American Philosophical Society,1817,Member
Thomas Say,American Philosophical Society,1817,Member
Lewis Schweinitz,American Philosophical Society,1817,Member
Joseph von Sonnenfels,American Philosophical Society,1817,Member
Henry Steinhauer,American Philosophical Society,1817,Member
Edward Troughton,American Philosophical Society,1817,Member
Johann S. Vater,American Philosophical Society,1817,Member
Edward Cutbush,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Andrew Hunter,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Nathaniel Cutting,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Robert Brent,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Thomas Law,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Andrew Way,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Thornton,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Joseph Anderson,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Richard Forrest,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Roger C. Weightman,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Weightman,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Thomas Tingey,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Brent,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William D. Digges,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Richard B. Lee,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Griffith Coombe,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
James D. Barry,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Stephen Pleasonton,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
David Ott,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Tobias Lear,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Joseph Gales Jr.,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Benjamin Henry Latrobe,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Seaton,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Benjamin Homans,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Franklin Wharton,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
J. Campbell,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Buchanan Thornton,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
James H. Blake,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
W.G.D Worthington,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Alexander Kemp,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
T.T. Tucker,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Samuel Harrison Smith,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
joseph Caspian,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
W.B. Beale,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Joseph Stretch,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John Law,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John D. Barclay,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Samuel Brooks,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Thomas B. Dashiell,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
E. King,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John Cayle,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
J. Watson,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John Cayle Jr.,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Daniel Rapine,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Hewitt,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Henry Ingle,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Gilbert Darker,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John McClelland,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John Peter Van Ness,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John M. Cowan,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
J.B.Varnum,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Mathew Wright,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
John Abraham,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Peter Lenox,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Alexander McCormick,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Andrew Ellicott,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
A. Grayson,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Constant Truman,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Walter Jones,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Alexander McWilliams,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Frederick May,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Elias B. Caldwell,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Henry Huntt,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Edmund Law,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Nicholas Young,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Thomas Munroe,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Prout,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Phineas Bradley,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Timothy Winn,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Daniel McKeown,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
George Wayyerston,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Fatham,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
David Crawford,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
William Grayson,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Francis Scott Key,Columbian Institute for the Promotion of Arts and Sciences,1816,Member
Josiah Meigs,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
Asbury Dickens,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
Rudolph Schaer,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
B.L. Lear,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
B. Hamans,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
George Bomford,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
George W. May,Columbian Institute for the Promotion of Arts and Sciences,1817,Member
Osborne Sprigg,Columbian Agricultural Society,1812,Member
Thompson Mason,Columbian Agricultural Society,1812,Member
David Wiley,Columbian Agricultural Society,1812,Member
John Mason,Columbian Agricultural Society,1812,Member
Charles Carroll,Columbian Agricultural Society,1812,Member
Joseph Kent,Columbian Agricultural Society,1812,Member
George Washington Parke Custis,Columbian Agricultural Society,1812,Member
David Wiley,Columbian Agricultural Society,1812,Member
John Teackle,Columbian Agricultural Society,1812,Member
Nathan Lufborough,Columbian Agricultural Society,1812,Member
Henry Maynadier,Columbian Agricultural Society,1812,Member
Edward Lloyd,Columbian Agricultural Society,1812,Member
Upton Scott,Columbian Agricultural Society,1812,Member
John Shaafe,Columbian Agricultural Society,1812,Member
Arthur Shaafe,Columbian Agricultural Society,1812,Member
John F. Mercer,Columbian Agricultural Society,1812,Member
Tench Ringgold,Columbian Agricultural Society,1812,Member
William Crawford,Columbian Agricultural Society,1812,Member
William Mason,Columbian Agricultural Society,1812,Member
Nicholas Snowden,Columbian Agricultural Society,1812,Member
John M. Gantt,Columbian Agricultural Society,1812,Member
Joseph Cross,Columbian Agricultural Society,1812,Member
Charles Ridgely,Columbian Agricultural Society,1812,Member
H. Leven Powell,Columbian Agricultural Society,1812,Member
Isaac Duckett,Columbian Agricultural Society,1812,Member
Henry Gaither,Columbian Agricultural Society,1812,Member
